image_name,mask_type,wsmse_tag,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim07,full,0,0,1,0.005,30.467814562605895,0.1264825016260147,66313.2578125,30.447639438036862,0.8723304271697998,0.1268787384033203,66521.0,0.019380569458007812,10161.0,0.008886337280273438,4659.0,0.009649276733398438,5059.0,0.0,0,0.14625930786132812,76682.0,5000,1000
othim08,full,0,0,1,0.005,30.390396549554165,0.11182481050491333,58628.40625,30.367581594784795,0.8662914037704468,0.11233615130186081,58896.49609375,0.01922607421875,10080.0,0.009027481079101562,4733.0,0.009363174438476562,4909.0,0.0,0,0.1315622255206108,68976.49609375,5000,1000
othim09,full,0,0,1,0.005,30.08444501361063,0.1179976761341095,61864.765625,30.061586303162212,0.8633257150650024,0.11867573857307434,62220.265625,0.0182342529296875,9560.0,0.00801849365234375,4204.0,0.009265899658203125,4858.0,0.0,0,0.13690999150276184,71780.265625,5000,1000
othim10,full,0,0,1,0.005,29.34330580498758,0.11337122321128845,59439.171875,29.32116968340792,0.7716278433799744,0.11443254351615906,59995.609375,0.018285751342773438,9587.0,0.007843017578125,4112.0,0.00946807861328125,4964.0,0.0,0,0.1327182948589325,69582.609375,5000,1000
othim11,full,0,0,1,0.005,28.97025028235537,0.12875624001026154,67505.3515625,28.95111216148804,0.7672555446624756,0.12924529612064362,67761.7578125,0.018312454223632812,9601.0,0.0078277587890625,4104.0,0.009641647338867188,5055.0,0.0,0,0.14755775034427643,77362.7578125,5000,1000
othim12,full,0,0,1,0.005,28.54616264110891,0.144954651594162,75997.984375,28.528628360447954,0.7643544673919678,0.14540304243564606,76233.0703125,0.019092559814453125,10010.0,0.00897216796875,4704.0,0.009130477905273438,4787.0,0.0,0,0.16449560225009918,86243.0703125,5000,1000
othim13,full,0,0,1,0.005,29.858279808175514,0.11793152242898941,61830.08203125,29.837766232953218,0.8514378070831299,0.11882828176021576,62300.2421875,0.017946243286132812,9409.0,0.00777435302734375,4076.0,0.009449005126953125,4954.0,0.0,0,0.13677452504634857,71709.2421875,5000,1000
othim14,full,0,0,1,0.005,29.960636008548487,0.11826077103614807,62002.703125,29.95157447242086,0.8532633185386658,0.1184653788805008,62109.9765625,0.0194091796875,10176.0,0.009012222290039062,4725.0,0.009429931640625,4944.0,0.0,0,0.1378745585680008,72285.9765625,5000,1000
othim15,full,0,0,1,0.005,29.99033131960419,0.1184038370847702,62077.7109375,29.975795081576255,0.8545626401901245,0.11964382976293564,62727.82421875,0.018177032470703125,9530.0,0.007940292358398438,4163.0,0.009428024291992188,4943.0,0.0,0,0.13782086223363876,72257.82421875,5000,1000
othim16,full,0,0,1,0.005,30.415620480245355,0.10804760456085205,56648.0625,30.39425249802456,0.8658102750778198,0.10908997058868408,57194.5625,0.01812744140625,9504.0,0.007839202880859375,4110.0,0.009447097778320312,4953.0,0.0,0,0.12721741199493408,66698.5625,5000,1000
othim17,full,0,0,1,0.005,30.557072358280852,0.10799378156661987,56619.84375,30.51291352911407,0.8687939643859863,0.10834592580795288,56804.46875,0.018499374389648438,9699.0,0.008974075317382812,4705.0,0.008562088012695312,4489.0,0.0,0,0.12684530019760132,66503.46875,5000,1000
