image_name,mask_type,wsmse_tag,loss_type,lambda_dist,lambda_percep,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim02,erp,0,combined,0,1,1,1,0.05,34.3238319392808,0.803580522537231,421307.625,33.8565412374574,0.963024973869324,0.804481148719788,421779.8125,0.0199375152587891,10453,0.00904273986816406,4741,0.0101947784423828,5345,0,0,0.824418663978577,432232.8125,5000,1000
othim03,erp,0,combined,0,1,1,1,0.05,34.5223824928373,0.813477575778961,426496.53125,34.3221508286723,0.963162779808044,0.81379771232605,426664.375,0.0209617614746094,10990,0.00891304016113281,4673,0.0112380981445313,5892,0,0,0.834759473800659,437654.375,5000,1000
othim04,erp,0,combined,0,1,1,1,0.05,31.2200409928041,1.26891112327576,665274.875,30.9278320276519,0.969284772872925,1.26935458183289,665507.375,0.0195941925048828,10273,0.00884819030761719,4639,0.0100536346435547,5271,0,0,1.28894877433777,675780.375,5000,1000
othim05,erp,0,combined,0,1,1,1,0.05,32.8234884963427,1.15043497085571,603159.25,32.6444327086901,0.970709919929504,1.15079736709595,603349.25,0.0213909149169922,11215,0.00996208190917969,5223,0.0107421875,5632,0,0,1.17218828201294,614564.25,5000,1000
othim06,erp,0,combined,0,1,1,1,0.05,32.8476788894493,1.13318383693695,594114.6875,32.6600559974855,0.971529364585877,1.13361620903015,594341.375,0.0193576812744141,10149,0.00887489318847656,4653,0.00980567932128906,5141,0,0,1.15297389030457,604490.375,5000,1000
othim07,erp,0,combined,0,1,1,1,0.05,34.6634511677444,0.548887729644775,287775.25,34.0263853997204,0.967540144920349,0.54958438873291,288140.5,0.0181217193603516,9501,0.00876235961914063,4594,0.00865936279296875,4540,0,0,0.567706108093262,297641.5,5000,1000
othim08,erp,0,combined,0,1,1,1,0.05,34.8479974188021,0.541789650917053,284053.8125,34.5857188016192,0.968099057674408,0.542583882808685,284470.21875,0.0205669403076172,10783,0.0086517333984375,4536,0.01123046875,5888,0,0,0.563150823116303,295253.21875,5000,1000
othim09,erp,0,combined,0,1,1,1,0.05,34.8994165939093,0.576271176338196,302132.0625,33.8223048243335,0.966515243053436,0.577690839767456,302876.375,0.0184497833251953,9673,0.00786781311035156,4125,0.00975608825683594,5115,0,0,0.596140623092651,312549.375,5000,1000
othim10,erp,0,combined,0,1,1,1,0.05,35.2891216317456,0.896366000175476,469953.9375,34.6262837996469,0.968793034553528,0.897136688232422,470358,0.019439697265625,10192,0.00881385803222656,4621,0.0100326538085938,5260,0,0,0.916576385498047,480550,5000,1000
othim11,erp,0,combined,0,1,1,1,0.05,35.04136786996,0.936400175094605,490943.375,34.5198456613287,0.970819234848023,0.938224673271179,491899.9375,0.0185432434082031,9722,0.00787734985351563,4130,0.0098419189453125,5160,0,0,0.956767916679382,501621.9375,5000,1000
othim12,erp,0,combined,0,1,1,1,0.05,34.7456392080606,0.963284492492676,505038.5,34.3442735210633,0.970861792564392,0.96485435962677,505861.5625,0.0183372497558594,9614,0.00788116455078125,4132,0.00962638854980469,5047,0,0,0.983191609382629,515475.5625,5000,1000
othim13,erp,0,combined,0,1,1,1,0.05,35.1784393499197,0.663594603538513,347914.6875,34.8092390533951,0.972207069396973,0.664115071296692,348187.5625,0.0199394226074219,10454,0.00909614562988281,4769,0.0101337432861328,5313,0,0,0.684054493904114,358641.5625,5000,1000
othim14,erp,0,combined,0,1,1,1,0.05,35.8856528439088,0.662379860877991,347277.8125,35.4243127195301,0.971558451652527,0.662929773330689,347566.125,0.0194034576416016,10173,0.00895118713378906,4693,0.0098724365234375,5176,0,0,0.68233323097229,357739.125,5000,1000
othim15,erp,0,combined,0,1,1,1,0.05,35.8068873797203,0.666417837142944,349394.875,34.8264175646851,0.971951723098755,0.667071759700775,349737.71875,0.0185604095458984,9731,0.00889015197753906,4661,0.00897216796875,4704,0,0,0.685632169246674,359468.71875,5000,1000
othim16,erp,0,combined,0,1,1,1,0.05,36.0357834441653,0.581665515899658,304960.25,35.2856542078332,0.975402474403381,0.582177400588989,305228.625,0.01947021484375,10208,0.00891304016113281,4673,0.00988388061523438,5182,0,0,0.601647615432739,315436.625,5000,1000
othim17,erp,0,combined,0,1,1,1,0.05,36.4658535378854,0.566532135009766,297026,36.0162288110376,0.976508796215057,0.567522048950195,297545,0.0191917419433594,10062,0.00892448425292969,4679,0.00969123840332031,5081,0,0,0.586713790893555,307607,5000,1000
othim18,erp,0,combined,0,1,1,1,0.05,36.6041066585228,0.572317123413086,300059,35.4250538860276,0.975539684295654,0.572946548461914,300389,0.0182151794433594,9550,0.00899505615234375,4716,0.0085296630859375,4472,0,0,0.591161727905273,309939,5000,1000
othim19,erp,0,combined,0,1,1,1,0.05,32.9335167642879,1.06707370281219,559453.9375,32.1074773639249,0.970820188522339,1.06757390499115,559716.1875,0.018402099609375,9648,0.00891876220703125,4676,0.00893783569335938,4686,0,0,1.08597600460053,569364.1875,5000,1000
othim20,erp,0,combined,0,1,1,1,0.05,32.823911728244,1.08576536178589,569253.75,32.5390786963236,0.971909523010254,1.08660984039307,569696.5,0.0196704864501953,10313,0.00888252258300781,4657,0.0101280212402344,5310,0,0,1.10628032684326,580009.5,5000,1000
othim21,erp,0,combined,0,1,1,1,0.05,32.8229866444481,1.09382390975952,573478.75,32.2971321242762,0.970158338546753,1.09531199932098,574258.9375,0.0172367095947266,9037,0.00788116455078125,4132,0.00881576538085938,4622,0,0,1.11254870891571,583295.9375,5000,1000
othim22,erp,0,combined,0,1,1,1,0.05,34.2504543185359,0.64473968744278,338029.28125,33.531219075323,0.966197848320007,0.645806789398193,338588.75,0.0197963714599609,10379,0.00889015197753906,4661,0.0103321075439453,5417,0,0,0.665603160858154,348967.75,5000,1000
othim23,erp,0,combined,0,1,1,1,0.05,33.8395515082092,0.717798709869385,376333.25,32.8257467460274,0.968623578548431,0.719364821910858,377154.34375,0.0175704956054688,9212,0.00792694091796875,4156,0.0089263916015625,4680,0,0,0.736935317516327,386366.34375,5000,1000
othim24,erp,0,combined,0,1,1,1,0.05,33.2830277326741,0.825363457202911,432728.15625,33.1267817238147,0.964570999145508,0.825854182243347,432985.4375,0.0208091735839844,10910,0.00891494750976563,4674,0.0112056732177734,5875,0,0,0.846663355827332,443895.4375,5000,1000
othim25,erp,0,combined,0,1,1,1,0.05,31.2013998504248,1.02558779716492,537703.375,30.9763997273862,0.956069946289063,1.02690124511719,538392,0.0194034576416016,10173,0.00897216796875,4704,0.0098724365234375,5176,0,0,1.04630470275879,548565,5000,1000
